,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,11.209516763687134,13.630985498428345,13.978911896546682,17.714365482330322
1,epigenomics,18.24997043609619,18.690511465072632,18.79314378897349,19.35306191444397
2,genome,21.75452709197998,21.927660703659058,21.928044021129608,22.010510206222534
