,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,11.002094507217407,11.696213245391846,11.9285862048467,13.340416193008423
1,epigenomics,19.00985097885132,20.591084718704224,21.24279288450877,24.967819690704346
2,genome,13.518303632736206,17.004998683929443,17.043976147969563,20.181023597717285
3,soykb,21.317564964294434,21.847957372665405,22.419595777988434,25.783341646194458
4,cycles_new,7.493258714675903,11.959434986114502,11.428800602753958,13.73920202255249
