,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,9.870444297790527,10.50775933265686,10.357926150163015,10.847705841064453
1,epigenomics,10.00917100906372,10.044621467590332,10.049173394838968,10.08079218864441
2,genome,12.221636295318604,14.621936559677124,14.850723087787628,17.217918157577515
3,soykb,17.215543746948242,17.695421934127808,17.670098384221394,18.05638074874878
4,video,4.898409605026245,5.254048585891724,5.256428897380829,5.44036865234375
5,illgal_recognizer,5.147786855697632,5.260392665863037,5.260604937871297,5.36292839050293
6,fileprocessing,16.647942304611206,16.95290517807007,17.05447667837143,17.982917070388794
7,wordcount,0.9618453979492188,1.0793232917785645,1.0766815940539043,1.1345150470733643
