,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,30.050217628479004,107.90113711357117,105.21283668279648,140.39686250686646
1,epigenomics,14.901435852050781,17.175110816955566,17.378071924050648,21.414329051971436
2,genome,15.368308305740356,15.627991676330566,15.775573432445526,16.327993869781494
3,soykb,8.938265800476074,9.873857975006104,10.254025101661682,13.190501689910889
