,workflow,avg_latency,tail_latency
0,cycles,12.285415701071422,13.55511269569397
1,epigenomics,23.723753603299457,24.818126487731934
2,genome,15.030641730626424,16.273443841934203
3,soykb,22.20012359221776,22.60034008026123
