,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,10.617923498153687,10.709821462631226,10.721056640148163,10.860233783721924
1,epigenomics,17.320313930511475,17.38813352584839,17.47826013962428,17.87268042564392
2,genome,15.619600057601929,17.256168842315674,17.73206154505412,20.412533044815063
3,soykb,20.18094253540039,20.293925762176514,20.3117591937383,20.50068998336792
