,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,10.620343923568726,10.679290533065796,10.708271265029907,10.844443559646606
1,epigenomics,17.253725051879883,17.324679136276245,17.36313033103943,17.76275324821472
2,genome,15.58321475982666,17.36581015586853,17.52832951148351,19.308938026428223
3,soykb,20.196242094039917,20.28292155265808,20.319297115008037,20.60078001022339
