,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,11.800857782363892,13.216845750808716,13.169274489084879,14.464497804641724
1,epigenomics,22.310410261154175,22.632336616516113,22.762237866719563,23.310898542404175
2,genome,14.285861253738403,14.846241235733032,15.035099864006042,16.21965456008911
3,soykb,21.9263756275177,22.38602876663208,22.4087216258049,22.939119577407837
