,workflow,avg_latency,tail_latency
0,cycles,10.947652690940435,11.023066282272339
1,epigenomics,20.050316234429676,20.353941361109417
2,genome,15.766418165630766,17.18575104077657
3,soykb,21.39583721425798,21.8227961063385
