,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,11.252737760543823,12.815686702728271,12.535338779290518,14.222107648849487
1,epigenomics,25.096303462982178,26.03628182411194,26.469702422618866,27.5890531539917
2,genome,14.196130990982056,14.412842273712158,14.72061582406362,15.467277526855469
3,soykb,22.079018354415894,22.271734952926636,22.331228216489155,22.691322803497314
