,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,10.965721130371094,11.063852548599243,11.079125781853994,11.190332889556885
1,epigenomics,19.735486030578613,19.915650606155396,19.95625611146291,20.39543867111206
2,genome,14.760178804397583,16.324486255645752,16.022215406099956,17.134294271469116
3,soykb,20.485838651657104,21.065500259399414,21.10485166311264,21.54125714302063
