,workflow,avg_latency,tail_latency
0,cycles,180.0,180.0
1,epigenomics,10.375167429447174,10.48786211013794
2,genome,10.071449220180511,10.83298397064209
3,soykb,14.099582453568777,14.259754657745361
4,video,3.611845334370931,3.712827444076538
5,illgal_recognizer,4.560256361961365,4.717422723770142
6,fileprocessing,17.789071063200634,18.360763788223267
7,wordcount,0.5657079617182413,0.6337993144989014
