,workflow,avg_latency,tail_latency
0,cycles,9.846257706483206,10.354265689849854
1,epigenomics,10.049374004205069,10.168376922607422
2,genome,15.75100972255071,18.380845546722412
3,soykb,14.377574702103933,14.584471225738525
4,video,4.53388907512029,4.814263105392456
5,illgal_recognizer,4.630364775657654,4.713006258010864
6,fileprocessing,16.927993933359783,17.724196434020996
7,wordcount,0.5489801168441772,0.6594419479370117
