,workflow,avg_latency,tail_latency
0,cycles,180,180
1,epigenomics,11.515234470367432,11.609480619430542
2,genome,10.772800385951996,12.067939043045044
3,soykb,14.602260251839956,14.760213136672974
4,video,5.1966245373090105,5.764958620071411
5,illgal_recognizer,4.966658929983775,5.16323709487915
6,fileprocessing,34.30858417352041,42.52423143386841
7,wordcount,0.5688954393068949,0.6510293483734131
