,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,10.404411554336548,17.296048402786255,16.459922194480896,20.44228744506836
1,epigenomics,11.9173424243927,12.348476886749268,12.443652351697287,13.786370038986206
2,genome,15.227286100387573,15.510595798492432,15.938890735308329,17.879300594329834
3,soykb,8.373013734817505,9.497081518173218,10.666400055090586,15.18649673461914
4,soykb1,6.6863017082214355,7.9917144775390625,9.203607400258383,14.688526153564453
