,workflow,min_latency,median_latency,avg_latency,tail_latency
0,cycles,131.76005840301514,175.60922813415527,172.34917265176773,199.4187364578247
1,epigenomics,19.331552267074585,21.000174283981323,21.551575005054474,27.487579584121704
2,genome,15.27453064918518,15.372799396514893,15.377899865309397,15.501191854476929
3,soykb,13.091076850891113,13.43523097038269,13.678351561228434,14.746123313903809
4,soykb1,11.113861560821533,11.847961187362671,12.07471098502477,12.988093852996826
