,workflow,avg_latency,tail_latency
0,cycles,180,180
1,epigenomics,10.708674470583597,10.814428091049194
2,genome,11.30369242032369,13.561230659484863
3,soykb,17.598974128564198,18.878933429718018
4,video,7.729801972707112,8.758583545684814
5,illgal_recognizer,5.525908629099528,6.0350494384765625
6,fileprocessing,11.105266014734903,12.029285430908203
7,wordcount,2.1437033812204995,2.5072362422943115
