,workflow,avg_latency,tail_latency
0,cycles,180,180
1,epigenomics,10.49964459737142,10.579529285430908
2,genome,16.426507016023,18.938552141189575
3,soykb,13.58990047375361,13.684279918670654
4,video,3.536840240160624,3.617607831954956
5,illgal_recognizer,4.560867528120677,4.642462968826294
6,fileprocessing,8.63494086265564,8.654836416244507
7,wordcount,0.5721144477526346,0.6202106475830078
