,workflow,avg_latency,tail_latency
0,cycles,9.874341567357382,10.046143102645875
1,epigenomics,10.046463588873547,10.10348539352417
2,genome,14.918561784426373,17.44677605628967
3,soykb,17.487264692783356,17.941939210891725
4,video,5.514474209149679,6.3833098888397215
5,illgal_recognizer,5.15166220664978,5.278425312042236
6,fileprocessing,16.958910620212556,17.420054864883422
7,wordcount,1.0876271168390912,1.1740256786346435
