,workflow,avg_latency,tail_latency
0,cycles,180.0,180.0
1,epigenomics,10.723361984888713,10.883253622055054
2,genome,13.593808297316233,15.182097482681275
3,soykb,14.309411923090618,15.002396726608277
4,video,5.021112048625946,6.177612590789795
5,illgal_recognizer,4.88218785127004,5.185727739334107
6,fileprocessing,24.776545600096384,30.657411575317383
7,wordcount,0.8227156241734823,0.8936347961425781
