,workflow,avg_latency,tail_latency
0,cycles,9.938453793525696,10.141974210739136
1,epigenomics,10.069197138150534,10.148354291915894
2,genome,14.39879596233368,18.201202869415283
3,soykb,17.49532260497411,17.86406970024109
4,video,5.145732680956523,5.395797252655029
5,illgal_recognizer,5.167066176732381,5.273461818695068
6,fileprocessing,16.96848714351654,17.68532633781433
7,wordcount,1.0865141153335571,1.1557059288024902
