,workflow,avg_latency,tail_latency
0,cycles,180,180
1,epigenomics,11.503074765205383,11.628300905227661
2,genome,15.773218731085459,18.33734965324402
3,soykb,16.80601231257121,18.391448259353638
4,video,7.8417174617449446,9.247265338897705
5,illgal_recognizer,15.587878743807474,15.892448902130127
6,fileprocessing,19.25786981980006,19.913296937942505
7,wordcount,1.6254449884096782,1.8153164386749268
