,workflow,median_latency,avg_latency,tail_latency
0,cycles,9.862407445907593,9.86962487300237,10.069630861282349
1,epigenomics,10.054816007614136,10.049997587998709,10.102091073989868
2,genome,13.90495228767395,14.870948215325674,17.34303092956543
3,soykb,17.13901448249817,17.37709418932597,17.984124898910522
4,video,5.315692901611328,5.3136690855026245,5.522713661193848
5,illgal_recognizer,5.0871100425720215,5.095881422360738,5.26571249961853
6,fileprocessing,16.904770374298096,16.949583768844604,17.20334005355835
7,wordcount,1.0928599834442139,1.0858529210090637,1.1273894309997559
