,workflow,median_latency,avg_latency,tail_latency
0,cycles,9.873536348342896,9.938397208849588,10.198762655258179
1,epigenomics,10.020614624023438,10.028294324874878,10.080469608306885
2,genome,15.907800674438477,15.848957141240438,17.097325325012207
3,soykb,17.551312685012817,17.633727451165516,18.01397681236267
4,video,5.27016282081604,5.317285537719727,5.547109842300415
5,illgal_recognizer,5.176172733306885,5.168428877989451,5.2393717765808105
6,fileprocessing,16.894968032836914,16.946490943431854,17.397408723831177
7,wordcount,1.0971636772155762,1.108315686384837,1.2077772617340088
