,workflow,min_latency,median_latency,avg_latency,tail_latency
2,epigenomics,18.378316402435303,18.48762273788452,18.48886215686798,18.576769590377808
3,soykb,22.285770416259766,22.67024803161621,22.753117104371388,23.39081835746765
